station_name,time_bucket,wind_speed,temperature,dew_point,relative_humidity,rainfall_amount,humidex
DELTA BURNS BOG,2025-11-25 08:40:00-08:00,2.28,4.55,4.52,100.0,0.0,3.68
DELTA BURNS BOG,2025-11-25 08:50:00-08:00,2.89,4.65,4.6,100.0,0.18,3.81
DELTA BURNS BOG,2025-11-25 09:00:00-08:00,2.35,4.7,4.65,100.0,0.2,3.88
DELTA BURNS BOG,2025-11-25 09:10:00-08:00,1.49,4.72,4.68,100.0,0.2,3.91
DELTA BURNS BOG,2025-11-25 09:20:00-08:00,1.66,4.82,4.8,100.0,0.3,4.05
DELTA BURNS BOG,2025-11-25 09:30:00-08:00,2.59,4.9,4.85,100.0,0.4,4.14
DELTA BURNS BOG,2025-11-25 09:40:00-08:00,2.65,4.96,4.95,100.0,0.6,4.24
DELTA BURNS BOG,2025-11-25 09:50:00-08:00,1.34,5.1,5.09,100.0,0.64,4.42
DELTA BURNS BOG,2025-11-25 10:00:00-08:00,1.92,5.18,5.16,100.0,0.8,4.53
DELTA BURNS BOG,2025-11-25 10:10:00-08:00,1.94,5.32,5.32,100.0,0.8,4.72
DELTA BURNS BOG,2025-11-25 10:20:00-08:00,0.56,5.4,5.4,100.0,0.86,4.83
DELTA BURNS BOG,2025-11-25 10:30:00-08:00,0.65,5.5,5.5,100.0,0.8,4.97
DELTA BURNS BOG,2025-11-25 10:40:00-08:00,1.03,5.54,5.51,100.0,0.6,5.01
DELTA BURNS BOG,2025-11-25 10:50:00-08:00,1.72,5.53,5.53,100.0,0.42,5.01
DELTA BURNS BOG,2025-11-25 11:00:00-08:00,2.84,5.5,5.49,100.0,0.6,4.96
DELTA BURNS BOG,2025-11-25 11:10:00-08:00,3.15,5.43,5.41,100.0,0.6,4.86
DELTA BURNS BOG,2025-11-25 11:20:00-08:00,3.22,5.44,5.43,100.0,0.44,4.88
DELTA BURNS BOG,2025-11-25 11:30:00-08:00,2.89,5.5,5.49,100.0,0.4,4.96
DELTA BURNS BOG,2025-11-25 11:40:00-08:00,3.08,5.44,5.43,100.0,0.54,4.88
DELTA BURNS BOG,2025-11-25 11:50:00-08:00,4.14,5.4,5.4,100.0,0.62,4.83
DELTA BURNS BOG,2025-11-25 12:00:00-08:00,3.58,5.46,5.45,100.0,0.47,4.91
DELTA BURNS BOG,2025-11-25 12:10:00-08:00,3.47,5.48,5.47,100.0,0.8,4.94
DELTA BURNS BOG,2025-11-25 12:20:00-08:00,3.22,5.43,5.42,100.0,1.0,4.87
DELTA BURNS BOG,2025-11-25 12:30:00-08:00,2.79,5.41,5.39,100.0,1.0,4.84
DELTA BURNS BOG,2025-11-25 12:40:00-08:00,1.63,5.43,5.41,100.0,1.0,4.86
DELTA BURNS BOG,2025-11-25 12:50:00-08:00,0.98,5.5,5.49,100.0,0.9,4.96
DELTA BURNS BOG,2025-11-25 13:00:00-08:00,1.45,5.47,5.46,100.0,0.73,4.92
DELTA BURNS BOG,2025-11-25 13:10:00-08:00,1.74,5.37,5.37,100.0,0.8,4.79
DELTA BURNS BOG,2025-11-25 13:20:00-08:00,2.87,5.3,5.3,100.0,0.8,4.7
DELTA BURNS BOG,2025-11-25 13:30:00-08:00,1.71,5.31,5.3,100.0,1.0,4.71
DELTA BURNS BOG,2025-11-25 13:40:00-08:00,0.95,5.4,5.4,100.0,1.06,4.83
DELTA BURNS BOG,2025-11-25 13:50:00-08:00,0.72,5.37,5.36,100.0,1.24,4.79
DELTA BURNS BOG,2025-11-25 14:00:00-08:00,0.87,5.44,5.41,100.0,1.4,4.87
DELTA BURNS BOG,2025-11-25 14:10:00-08:00,2.46,5.41,5.4,100.0,1.28,4.84
DELTA BURNS BOG,2025-11-25 14:20:00-08:00,1.44,5.4,5.37,100.0,1.46,4.82
DELTA BURNS BOG,2025-11-25 14:30:00-08:00,0.83,5.31,5.31,100.0,1.42,4.71
DELTA BURNS BOG,2025-11-25 14:40:00-08:00,1.38,5.32,5.3,100.0,1.4,4.72
DELTA BURNS BOG,2025-11-25 14:50:00-08:00,1.39,5.23,5.22,100.0,1.28,4.6
DELTA BURNS BOG,2025-11-25 15:00:00-08:00,1.08,5.22,5.19,100.0,1.4,4.58
DELTA BURNS BOG,2025-11-25 15:10:00-08:00,2.62,5.15,5.11,100.0,1.12,4.48
DELTA BURNS BOG,2025-11-25 15:20:00-08:00,3.23,5.11,5.1,100.0,0.84,4.44
DELTA BURNS BOG,2025-11-25 15:30:00-08:00,3.11,5.1,5.1,100.0,0.78,4.43
DELTA BURNS BOG,2025-11-25 15:40:00-08:00,2.04,5.1,5.1,100.0,0.6,4.43
DELTA BURNS BOG,2025-11-25 15:50:00-08:00,1.21,5.08,5.06,100.0,0.48,4.39
DELTA BURNS BOG,2025-11-25 16:00:00-08:00,0.83,5.05,5.0,100.0,0.33,4.34
DELTA BURNS BOG,2025-11-25 16:10:00-08:00,1.46,5.0,5.0,100.0,0.4,4.29
DELTA BURNS BOG,2025-11-25 16:20:00-08:00,1.9,5.0,5.0,100.0,0.3,4.29
DELTA BURNS BOG,2025-11-25 16:30:00-08:00,2.05,5.0,5.0,100.0,0.6,4.29
DELTA BURNS BOG,2025-11-25 16:40:00-08:00,1.28,4.96,4.94,100.0,0.6,4.23
DELTA BURNS BOG,2025-11-25 16:50:00-08:00,0.86,4.9,4.9,100.0,0.6,4.16
DELTA BURNS BOG,2025-11-25 17:00:00-08:00,0.49,4.9,4.9,100.0,0.47,4.16
DELTA BURNS BOG,2025-11-25 17:10:00-08:00,0.78,4.9,4.88,100.0,0.4,4.15
DELTA BURNS BOG,2025-11-25 17:20:00-08:00,1.12,4.83,4.8,100.0,0.46,4.06
DELTA BURNS BOG,2025-11-25 17:30:00-08:00,1.17,4.8,4.8,100.0,0.2,4.03
DELTA BURNS BOG,2025-11-25 17:40:00-08:00,0.68,4.8,4.8,100.0,0.36,4.03
DELTA BURNS BOG,2025-11-25 17:50:00-08:00,0.93,4.8,4.8,100.0,0.7,4.03
DELTA BURNS BOG,2025-11-25 18:00:00-08:00,0.44,4.81,4.8,100.0,0.8,4.04
DELTA BURNS BOG,2025-11-25 18:10:00-08:00,1.26,4.89,4.88,100.0,0.92,4.14
DELTA BURNS BOG,2025-11-25 18:20:00-08:00,1.23,4.9,4.9,100.0,1.14,4.16
DELTA BURNS BOG,2025-11-25 18:30:00-08:00,0.88,4.9,4.9,100.0,1.0,4.16
DELTA BURNS BOG,2025-11-25 18:40:00-08:00,2.04,4.9,4.9,100.0,0.84,4.16
DELTA BURNS BOG,2025-11-25 18:50:00-08:00,1.01,4.9,4.9,100.0,0.5,4.16
DELTA BURNS BOG,2025-11-25 19:00:00-08:00,0.14,4.9,4.9,100.0,0.47,4.16
DELTA BURNS BOG,2025-11-25 19:10:00-08:00,1.84,4.9,4.9,100.0,0.48,4.16
DELTA BURNS BOG,2025-11-25 19:20:00-08:00,2.45,4.99,4.93,100.0,0.2,4.26
DELTA BURNS BOG,2025-11-25 19:30:00-08:00,2.67,5.0,5.0,100.0,0.2,4.29
DELTA BURNS BOG,2025-11-25 19:40:00-08:00,4.76,5.0,5.0,100.0,0.38,4.29
DELTA BURNS BOG,2025-11-25 19:50:00-08:00,4.0,5.0,5.0,100.0,0.4,4.29
DELTA BURNS BOG,2025-11-25 20:00:00-08:00,3.05,5.0,5.0,100.0,0.33,4.29
DELTA BURNS BOG,2025-11-25 20:10:00-08:00,2.78,5.0,5.0,100.0,0.56,4.29
DELTA BURNS BOG,2025-11-25 20:20:00-08:00,2.89,5.0,5.0,100.0,0.6,4.29
DELTA BURNS BOG,2025-11-25 20:30:00-08:00,1.64,5.01,5.0,100.0,0.6,4.3
DELTA BURNS BOG,2025-11-25 20:40:00-08:00,1.35,5.07,5.04,100.0,0.42,4.38
DELTA BURNS BOG,2025-11-25 20:50:00-08:00,2.17,5.1,5.1,100.0,0.4,4.43
DELTA BURNS BOG,2025-11-25 21:00:00-08:00,1.62,5.15,5.14,100.0,0.4,4.49
DELTA BURNS BOG,2025-11-25 21:10:00-08:00,3.09,5.25,5.23,100.0,0.04,4.62
DELTA BURNS BOG,2025-11-25 21:20:00-08:00,4.78,5.3,5.27,100.0,0.0,4.69
DELTA BURNS BOG,2025-11-25 21:30:00-08:00,4.35,5.3,5.3,100.0,0.0,4.7
DELTA BURNS BOG,2025-11-25 21:40:00-08:00,1.74,5.28,5.28,100.0,0.0,4.67
DELTA BURNS BOG,2025-11-25 21:50:00-08:00,1.26,5.2,5.2,100.0,0.0,4.56
DELTA BURNS BOG,2025-11-25 22:00:00-08:00,0.25,5.24,5.21,100.0,0.0,4.6
DELTA BURNS BOG,2025-11-25 22:10:00-08:00,0.27,5.2,5.2,100.0,0.0,4.56
DELTA BURNS BOG,2025-11-25 22:20:00-08:00,0.15,5.2,5.2,100.0,0.0,4.56
DELTA BURNS BOG,2025-11-25 22:30:00-08:00,0.37,5.22,5.2,100.0,0.06,4.58
DELTA BURNS BOG,2025-11-25 22:40:00-08:00,1.51,5.27,5.21,100.0,0.2,4.63
DELTA BURNS BOG,2025-11-25 22:50:00-08:00,0.91,5.21,5.2,100.0,0.2,4.57
DELTA BURNS BOG,2025-11-25 23:00:00-08:00,1.09,5.2,5.2,100.0,0.2,4.56
DELTA BURNS BOG,2025-11-25 23:10:00-08:00,1.26,5.24,5.21,100.0,0.2,4.6
DELTA BURNS BOG,2025-11-25 23:20:00-08:00,0.08,5.24,5.21,100.0,0.2,4.6
DELTA BURNS BOG,2025-11-25 23:30:00-08:00,0.95,5.3,5.29,100.0,0.14,4.69
DELTA BURNS BOG,2025-11-25 23:40:00-08:00,1.15,5.27,5.26,100.0,0.0,4.65
DELTA BURNS BOG,2025-11-25 23:50:00-08:00,1.24,5.3,5.3,100.0,0.0,4.7
DELTA BURNS BOG,2025-11-26 00:00:00-08:00,0.73,5.32,5.3,100.0,0.0,4.72
DELTA BURNS BOG,2025-11-26 00:10:00-08:00,0.46,5.35,5.3,100.0,0.0,4.75
DELTA BURNS BOG,2025-11-26 00:20:00-08:00,1.64,5.4,5.4,100.0,0.0,4.83
DELTA BURNS BOG,2025-11-26 00:30:00-08:00,1.26,5.41,5.4,100.0,0.0,4.84
DELTA BURNS BOG,2025-11-26 00:40:00-08:00,1.47,5.45,5.4,100.0,0.0,4.88
DELTA BURNS BOG,2025-11-26 00:50:00-08:00,0.84,5.41,5.4,100.0,0.32,4.84
DELTA BURNS BOG,2025-11-26 01:00:00-08:00,1.15,5.42,5.4,100.0,0.45,4.85
DELTA BURNS BOG,2025-11-26 01:10:00-08:00,0.43,5.47,5.42,100.0,0.6,4.91
DELTA BURNS BOG,2025-11-26 01:20:00-08:00,1.11,5.5,5.45,100.0,0.6,4.95
DELTA BURNS BOG,2025-11-26 01:30:00-08:00,0.22,5.49,5.48,100.0,0.7,4.95
DELTA BURNS BOG,2025-11-26 01:40:00-08:00,0.34,5.43,5.4,100.0,0.8,4.86
DELTA BURNS BOG,2025-11-26 01:50:00-08:00,0.0,5.5,5.48,100.0,0.48,4.96
DELTA BURNS BOG,2025-11-26 02:00:00-08:00,0.0,5.44,5.43,100.0,0.73,4.88
DELTA BURNS BOG,2025-11-26 02:10:00-08:00,0.0,5.45,5.4,100.0,0.6,4.88
DELTA BURNS BOG,2025-11-26 02:20:00-08:00,0.0,5.5,5.5,100.0,0.68,4.97
DELTA BURNS BOG,2025-11-26 02:30:00-08:00,0.0,5.5,5.5,100.0,0.7,4.97
DELTA BURNS BOG,2025-11-26 02:40:00-08:00,0.0,5.5,5.46,100.0,0.6,4.95
DELTA BURNS BOG,2025-11-26 02:50:00-08:00,0.0,5.5,5.47,100.0,0.6,4.96
DELTA BURNS BOG,2025-11-26 03:00:00-08:00,0.25,5.5,5.5,100.0,0.42,4.97
DELTA BURNS BOG,2025-11-26 03:10:00-08:00,1.0,5.5,5.5,100.0,0.6,4.97
DELTA BURNS BOG,2025-11-26 03:20:00-08:00,0.56,5.48,5.44,100.0,0.52,4.92
DELTA BURNS BOG,2025-11-26 03:30:00-08:00,0.25,5.5,5.5,100.0,0.4,4.97
DELTA BURNS BOG,2025-11-26 03:40:00-08:00,0.0,5.5,5.49,100.0,0.4,4.96
DELTA BURNS BOG,2025-11-26 03:50:00-08:00,0.0,5.5,5.5,100.0,0.4,4.97
DELTA BURNS BOG,2025-11-26 04:00:00-08:00,0.01,5.51,5.5,100.0,0.18,4.98
DELTA BURNS BOG,2025-11-26 04:10:00-08:00,0.3,5.53,5.49,100.0,0.04,4.99
DELTA BURNS BOG,2025-11-26 04:20:00-08:00,0.19,5.5,5.5,100.0,0.26,4.97
DELTA BURNS BOG,2025-11-26 04:30:00-08:00,1.5,5.59,5.57,100.0,0.56,5.08
DELTA BURNS BOG,2025-11-26 04:40:00-08:00,1.68,5.69,5.66,100.0,0.8,5.21
DELTA BURNS BOG,2025-11-26 04:50:00-08:00,0.83,5.7,5.7,100.0,0.92,5.24
DELTA BURNS BOG,2025-11-26 05:00:00-08:00,0.82,5.7,5.67,100.0,1.0,5.23
DELTA BURNS BOG,2025-11-26 05:10:00-08:00,0.42,5.7,5.7,100.0,0.96,5.24
DELTA BURNS BOG,2025-11-26 05:20:00-08:00,0.36,5.7,5.7,100.0,0.86,5.24
DELTA BURNS BOG,2025-11-26 05:30:00-08:00,0.37,5.7,5.7,100.0,0.64,5.24
DELTA BURNS BOG,2025-11-26 05:40:00-08:00,0.86,5.77,5.76,100.0,0.4,5.33
DELTA BURNS BOG,2025-11-26 05:50:00-08:00,1.29,5.8,5.8,100.0,0.26,5.37
DELTA BURNS BOG,2025-11-26 06:00:00-08:00,1.66,5.8,5.8,100.0,0.2,5.37
DELTA BURNS BOG,2025-11-26 06:10:00-08:00,1.15,5.82,5.8,100.0,0.2,5.39
DELTA BURNS BOG,2025-11-26 06:20:00-08:00,2.08,5.82,5.8,100.0,0.08,5.39
DELTA BURNS BOG,2025-11-26 06:30:00-08:00,2.59,5.84,5.8,100.0,0.0,5.41
DELTA BURNS BOG,2025-11-26 06:40:00-08:00,2.48,5.87,5.83,100.0,0.0,5.45
DELTA BURNS BOG,2025-11-26 06:50:00-08:00,1.82,5.9,5.9,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-26 07:00:00-08:00,1.11,5.9,5.9,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-26 07:10:00-08:00,0.27,5.9,5.9,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-26 07:20:00-08:00,0.25,5.9,5.9,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-26 07:30:00-08:00,0.08,5.9,5.9,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-26 07:40:00-08:00,0.06,5.9,5.9,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-26 07:50:00-08:00,0.0,5.9,5.9,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-26 08:00:00-08:00,0.0,5.93,5.91,100.0,0.0,5.54
DELTA BURNS BOG,2025-11-26 08:10:00-08:00,0.3,6.02,6.01,100.0,0.0,5.67
DELTA BURNS BOG,2025-11-26 08:20:00-08:00,0.2,6.0,6.0,100.0,0.0,5.64
DELTA BURNS BOG,2025-11-26 08:30:00-08:00,0.0,6.05,6.02,100.0,0.0,5.7
DELTA BURNS BOG,2025-11-26 08:40:00-08:00,0.0,6.13,6.11,100.0,0.0,5.81
DELTA BURNS BOG,2025-11-26 08:50:00-08:00,0.0,6.24,6.23,100.0,0.0,5.97
DELTA BURNS BOG,2025-11-26 09:00:00-08:00,0.0,6.31,6.3,100.0,0.0,6.06
DELTA BURNS BOG,2025-11-26 09:10:00-08:00,0.0,6.41,6.4,100.0,0.0,6.2
DELTA BURNS BOG,2025-11-26 09:20:00-08:00,0.0,6.5,6.48,100.0,0.0,6.32
DELTA BURNS BOG,2025-11-26 09:30:00-08:00,0.0,6.56,6.55,100.0,0.0,6.41
DELTA BURNS BOG,2025-11-26 09:40:00-08:00,0.22,6.6,6.6,100.0,0.0,6.46
DELTA BURNS BOG,2025-11-26 09:50:00-08:00,0.44,6.7,6.68,100.0,0.0,6.59
DELTA BURNS BOG,2025-11-26 10:00:00-08:00,0.55,6.72,6.72,100.0,0.0,6.63
DELTA BURNS BOG,2025-11-26 10:10:00-08:00,0.72,6.89,6.86,100.0,0.0,6.85
DELTA BURNS BOG,2025-11-26 10:20:00-08:00,1.51,6.88,6.84,100.0,0.0,6.84
DELTA BURNS BOG,2025-11-26 10:30:00-08:00,1.71,6.97,6.97,100.0,0.0,6.97
DELTA BURNS BOG,2025-11-26 10:40:00-08:00,2.48,7.09,7.08,100.0,0.0,7.14
DELTA BURNS BOG,2025-11-26 10:50:00-08:00,1.26,7.1,7.1,100.0,0.0,7.15
DELTA BURNS BOG,2025-11-26 11:00:00-08:00,0.25,7.14,7.12,100.0,0.0,7.2
DELTA BURNS BOG,2025-11-26 11:10:00-08:00,0.2,7.17,7.16,100.0,0.0,7.25
DELTA BURNS BOG,2025-11-26 11:20:00-08:00,0.21,7.25,7.25,100.0,0.0,7.36
DELTA BURNS BOG,2025-11-26 11:30:00-08:00,0.2,7.29,7.27,100.0,0.0,7.41
DELTA BURNS BOG,2025-11-26 11:40:00-08:00,0.41,7.43,7.42,100.0,0.0,7.61
DELTA BURNS BOG,2025-11-26 11:50:00-08:00,0.83,7.52,7.51,100.0,0.0,7.74
DELTA BURNS BOG,2025-11-26 12:00:00-08:00,1.01,7.64,7.62,100.0,0.0,7.9
DELTA BURNS BOG,2025-11-26 12:10:00-08:00,0.69,7.68,7.67,100.0,0.0,7.96
DELTA BURNS BOG,2025-11-26 12:20:00-08:00,1.53,7.73,7.71,100.0,0.0,8.03
DELTA BURNS BOG,2025-11-26 12:30:00-08:00,1.65,7.89,7.87,100.0,0.0,8.25
DELTA BURNS BOG,2025-11-26 12:40:00-08:00,1.6,8.05,8.0,99.7,0.0,8.46
DELTA BURNS BOG,2025-11-26 12:50:00-08:00,1.35,8.17,8.09,99.5,0.0,8.62
DELTA BURNS BOG,2025-11-26 13:00:00-08:00,1.8,8.21,7.91,97.91,0.0,8.59
DELTA BURNS BOG,2025-11-26 13:10:00-08:00,1.26,8.19,7.6,96.0,0.0,8.44
DELTA BURNS BOG,2025-11-26 13:20:00-08:00,1.06,8.21,7.61,96.0,0.0,8.47
DELTA BURNS BOG,2025-11-26 13:30:00-08:00,0.54,8.24,7.74,96.8,0.0,8.55
DELTA BURNS BOG,2025-11-26 13:40:00-08:00,0.1,8.29,7.95,97.7,0.0,8.68
DELTA BURNS BOG,2025-11-26 13:50:00-08:00,0.26,8.27,7.65,95.9,0.0,8.54
DELTA BURNS BOG,2025-11-26 14:00:00-08:00,0.89,8.33,7.8,96.36,0.0,8.66
DELTA BURNS BOG,2025-11-26 14:10:00-08:00,1.07,8.33,7.72,96.1,0.0,8.63
DELTA BURNS BOG,2025-11-26 14:20:00-08:00,0.46,8.33,7.83,96.6,0.0,8.67
DELTA BURNS BOG,2025-11-26 14:30:00-08:00,0.59,8.37,8.02,97.7,0.0,8.79
DELTA BURNS BOG,2025-11-26 14:40:00-08:00,0.49,8.31,7.98,97.6,0.0,8.71
DELTA BURNS BOG,2025-11-26 14:50:00-08:00,0.15,8.24,8.0,98.5,0.0,8.65
DELTA BURNS BOG,2025-11-26 15:00:00-08:00,0.82,8.21,8.16,99.82,0.0,8.69
DELTA BURNS BOG,2025-11-26 15:10:00-08:00,0.56,8.19,8.17,100.0,0.0,8.67
DELTA BURNS BOG,2025-11-26 15:20:00-08:00,0.0,8.11,8.11,100.0,0.0,8.57
DELTA BURNS BOG,2025-11-26 15:30:00-08:00,0.0,8.0,7.99,100.0,0.0,8.41
DELTA BURNS BOG,2025-11-26 15:40:00-08:00,0.09,7.92,7.91,100.0,0.0,8.3
DELTA BURNS BOG,2025-11-26 15:50:00-08:00,0.12,7.75,7.72,100.0,0.0,8.05
DELTA BURNS BOG,2025-11-26 16:00:00-08:00,0.0,7.64,7.6,100.0,0.0,7.89
DELTA BURNS BOG,2025-11-26 16:10:00-08:00,0.0,7.5,7.5,100.0,0.0,7.71
DELTA BURNS BOG,2025-11-26 16:20:00-08:00,0.0,7.47,7.44,100.0,0.0,7.66
DELTA BURNS BOG,2025-11-26 16:30:00-08:00,0.18,7.39,7.38,100.0,0.0,7.55
DELTA BURNS BOG,2025-11-26 16:40:00-08:00,0.54,7.3,7.28,100.0,0.0,7.42
DELTA BURNS BOG,2025-11-26 16:50:00-08:00,0.02,7.2,7.2,100.0,0.0,7.29
DELTA BURNS BOG,2025-11-26 17:00:00-08:00,0.36,7.14,7.13,100.0,0.0,7.21
DELTA BURNS BOG,2025-11-26 17:10:00-08:00,0.2,7.11,7.1,100.0,0.0,7.16
DELTA BURNS BOG,2025-11-26 17:20:00-08:00,0.47,7.06,7.06,100.0,0.0,7.1
DELTA BURNS BOG,2025-11-26 17:30:00-08:00,1.36,6.94,6.94,100.0,0.0,6.93
DELTA BURNS BOG,2025-11-26 17:40:00-08:00,1.67,6.83,6.83,100.0,0.0,6.78
DELTA BURNS BOG,2025-11-26 17:50:00-08:00,2.81,6.87,6.85,100.0,0.0,6.83
DELTA BURNS BOG,2025-11-26 18:00:00-08:00,1.42,6.69,6.65,100.0,0.0,6.57
DELTA BURNS BOG,2025-11-26 18:10:00-08:00,0.14,6.61,6.6,100.0,0.0,6.47
DELTA BURNS BOG,2025-11-26 18:20:00-08:00,0.09,6.66,6.64,100.0,0.0,6.54
DELTA BURNS BOG,2025-11-26 18:30:00-08:00,0.0,6.7,6.66,100.0,0.0,6.59
DELTA BURNS BOG,2025-11-26 18:40:00-08:00,0.11,6.67,6.65,100.0,0.0,6.55
DELTA BURNS BOG,2025-11-26 18:50:00-08:00,1.1,6.6,6.59,100.0,0.0,6.46
DELTA BURNS BOG,2025-11-26 19:00:00-08:00,0.99,6.51,6.48,100.0,0.0,6.33
DELTA BURNS BOG,2025-11-26 19:10:00-08:00,0.01,6.37,6.36,100.0,0.0,6.15
DELTA BURNS BOG,2025-11-26 19:20:00-08:00,0.0,6.21,6.2,100.0,0.0,5.93
DELTA BURNS BOG,2025-11-26 19:30:00-08:00,0.0,6.04,6.04,100.0,0.0,5.7
