station_name,time_bucket,wind_speed,temperature,dew_point,relative_humidity,rainfall_amount,humidex
DELTA BURNS BOG,2025-11-18 05:50:00-08:00,0.09,3.18,3.15,100.0,0.0,1.88
DELTA BURNS BOG,2025-11-18 06:00:00-08:00,0.0,3.39,3.38,100.0,0.0,2.16
DELTA BURNS BOG,2025-11-18 06:10:00-08:00,0.0,3.51,3.5,100.0,0.0,2.32
DELTA BURNS BOG,2025-11-18 06:20:00-08:00,0.0,3.42,3.4,100.0,0.0,2.2
DELTA BURNS BOG,2025-11-18 06:30:00-08:00,0.0,3.6,3.59,100.0,0.0,2.44
DELTA BURNS BOG,2025-11-18 06:40:00-08:00,0.57,3.72,3.7,100.0,0.0,2.59
DELTA BURNS BOG,2025-11-18 06:50:00-08:00,0.38,3.8,3.77,100.0,0.0,2.69
DELTA BURNS BOG,2025-11-18 07:00:00-08:00,0.73,3.84,3.77,100.0,0.0,2.73
DELTA BURNS BOG,2025-11-18 07:10:00-08:00,0.72,3.9,3.88,100.0,0.0,2.83
DELTA BURNS BOG,2025-11-18 07:20:00-08:00,0.2,3.91,3.9,100.0,0.0,2.84
DELTA BURNS BOG,2025-11-18 07:30:00-08:00,0.05,3.93,3.92,100.0,0.0,2.87
DELTA BURNS BOG,2025-11-18 07:40:00-08:00,0.64,4.17,4.16,100.0,0.0,3.19
DELTA BURNS BOG,2025-11-18 07:50:00-08:00,1.34,4.35,4.34,100.0,0.0,3.42
DELTA BURNS BOG,2025-11-18 08:00:00-08:00,1.07,4.56,4.55,100.0,0.0,3.7
DELTA BURNS BOG,2025-11-18 08:10:00-08:00,0.17,4.79,4.76,100.0,0.0,4.0
DELTA BURNS BOG,2025-11-18 08:20:00-08:00,0.03,5.05,5.05,100.0,0.0,4.36
DELTA BURNS BOG,2025-11-18 08:30:00-08:00,0.41,5.37,5.34,100.0,0.0,4.78
DELTA BURNS BOG,2025-11-18 08:40:00-08:00,0.91,5.54,5.54,100.0,0.0,5.02
DELTA BURNS BOG,2025-11-18 08:50:00-08:00,0.69,5.83,5.81,100.0,0.0,5.41
DELTA BURNS BOG,2025-11-18 09:00:00-08:00,0.66,6.15,6.14,100.0,0.0,5.84
DELTA BURNS BOG,2025-11-18 09:10:00-08:00,0.43,6.55,6.54,100.0,0.0,6.39
DELTA BURNS BOG,2025-11-18 09:20:00-08:00,0.66,6.94,6.93,100.0,0.0,6.93
DELTA BURNS BOG,2025-11-18 09:30:00-08:00,0.92,7.36,7.34,100.0,0.0,7.51
DELTA BURNS BOG,2025-11-18 09:40:00-08:00,0.55,7.62,7.58,100.0,0.0,7.86
DELTA BURNS BOG,2025-11-18 09:50:00-08:00,0.59,7.7,7.68,100.0,0.0,7.98
DELTA BURNS BOG,2025-11-18 10:00:00-08:00,0.53,7.63,7.62,100.0,0.0,7.89
DELTA BURNS BOG,2025-11-18 10:10:00-08:00,0.1,7.67,7.67,100.0,0.0,7.95
DELTA BURNS BOG,2025-11-18 10:20:00-08:00,0.03,7.75,7.73,100.0,0.0,8.05
DELTA BURNS BOG,2025-11-18 10:30:00-08:00,0.33,7.68,7.67,100.0,0.0,7.96
DELTA BURNS BOG,2025-11-18 10:40:00-08:00,0.72,7.71,7.7,100.0,0.0,8.0
DELTA BURNS BOG,2025-11-18 10:50:00-08:00,1.24,7.84,7.83,100.0,0.0,8.18
DELTA BURNS BOG,2025-11-18 11:00:00-08:00,1.44,7.87,7.85,99.82,0.0,8.22
DELTA BURNS BOG,2025-11-18 11:10:00-08:00,1.3,7.85,7.54,98.0,0.0,8.08
DELTA BURNS BOG,2025-11-18 11:20:00-08:00,1.68,8.12,7.49,95.8,0.0,8.33
DELTA BURNS BOG,2025-11-18 11:30:00-08:00,1.37,8.44,7.31,92.7,0.0,8.58
DELTA BURNS BOG,2025-11-18 11:40:00-08:00,1.63,8.57,7.26,91.6,0.0,8.69
DELTA BURNS BOG,2025-11-18 11:50:00-08:00,1.84,8.64,7.13,90.4,0.0,8.71
DELTA BURNS BOG,2025-11-18 12:00:00-08:00,1.4,8.87,7.29,89.55,0.0,9.0
DELTA BURNS BOG,2025-11-18 12:10:00-08:00,2.15,8.95,6.83,86.6,0.0,8.9
DELTA BURNS BOG,2025-11-18 12:20:00-08:00,2.92,9.1,6.94,86.4,0.0,9.09
DELTA BURNS BOG,2025-11-18 12:30:00-08:00,2.21,9.31,6.78,84.1,0.0,9.24
DELTA BURNS BOG,2025-11-18 12:40:00-08:00,1.43,9.39,6.72,83.4,0.0,9.3
DELTA BURNS BOG,2025-11-18 12:50:00-08:00,1.2,9.52,6.87,83.6,0.0,9.49
DELTA BURNS BOG,2025-11-18 13:00:00-08:00,1.5,9.62,6.76,82.45,0.0,9.54
DELTA BURNS BOG,2025-11-18 13:10:00-08:00,1.94,9.56,6.64,82.1,0.0,9.44
DELTA BURNS BOG,2025-11-18 13:20:00-08:00,2.15,9.64,6.72,82.0,0.0,9.55
DELTA BURNS BOG,2025-11-18 13:30:00-08:00,2.19,9.49,6.18,79.8,0.0,9.2
DELTA BURNS BOG,2025-11-18 13:40:00-08:00,2.02,9.4,6.14,80.1,0.0,9.09
DELTA BURNS BOG,2025-11-18 13:50:00-08:00,2.26,9.5,6.26,80.1,0.0,9.24
DELTA BURNS BOG,2025-11-18 14:00:00-08:00,2.63,9.41,6.42,81.55,0.0,9.21
DELTA BURNS BOG,2025-11-18 14:10:00-08:00,2.54,9.32,6.34,81.6,0.0,9.09
DELTA BURNS BOG,2025-11-18 14:20:00-08:00,1.99,9.15,6.05,80.8,0.0,8.81
DELTA BURNS BOG,2025-11-18 14:30:00-08:00,2.03,8.99,6.22,82.8,0.0,8.71
DELTA BURNS BOG,2025-11-18 14:40:00-08:00,1.95,8.94,5.93,81.4,0.0,8.56
DELTA BURNS BOG,2025-11-18 14:50:00-08:00,2.17,8.88,5.55,79.6,0.0,8.36
DELTA BURNS BOG,2025-11-18 15:00:00-08:00,1.81,8.88,5.24,78.09,0.0,8.26
DELTA BURNS BOG,2025-11-18 15:10:00-08:00,1.83,8.77,5.73,81.2,0.0,8.32
DELTA BURNS BOG,2025-11-18 15:20:00-08:00,1.58,8.63,5.76,82.4,0.0,8.19
DELTA BURNS BOG,2025-11-18 15:30:00-08:00,0.99,8.49,5.92,84.1,0.0,8.1
DELTA BURNS BOG,2025-11-18 15:40:00-08:00,1.02,8.4,6.01,84.8,0.0,8.05
DELTA BURNS BOG,2025-11-18 15:50:00-08:00,0.86,8.29,6.12,86.2,0.0,7.98
DELTA BURNS BOG,2025-11-18 16:00:00-08:00,0.55,8.15,6.29,88.27,0.0,7.9
DELTA BURNS BOG,2025-11-18 16:10:00-08:00,0.86,7.95,6.17,88.4,0.0,7.66
DELTA BURNS BOG,2025-11-18 16:20:00-08:00,0.7,7.84,5.89,87.4,0.0,7.44
DELTA BURNS BOG,2025-11-18 16:30:00-08:00,0.49,7.76,6.23,90.3,0.0,7.49
DELTA BURNS BOG,2025-11-18 16:40:00-08:00,0.74,7.65,6.31,91.4,0.0,7.41
DELTA BURNS BOG,2025-11-18 16:50:00-08:00,0.26,7.5,6.22,91.6,0.0,7.22
DELTA BURNS BOG,2025-11-18 17:00:00-08:00,0.2,7.38,6.16,92.09,0.0,7.08
DELTA BURNS BOG,2025-11-18 17:10:00-08:00,0.28,7.29,6.23,92.8,0.0,7.02
DELTA BURNS BOG,2025-11-18 17:20:00-08:00,0.06,7.18,6.07,92.8,0.0,6.85
DELTA BURNS BOG,2025-11-18 17:30:00-08:00,0.51,7.11,6.23,94.2,0.0,6.84
DELTA BURNS BOG,2025-11-18 17:40:00-08:00,0.11,6.95,6.35,96.0,0.0,6.72
DELTA BURNS BOG,2025-11-18 17:50:00-08:00,0.7,6.52,5.77,95.1,0.0,6.08
DELTA BURNS BOG,2025-11-18 18:00:00-08:00,0.8,5.99,5.55,96.91,0.0,5.47
DELTA BURNS BOG,2025-11-18 18:10:00-08:00,0.03,5.49,5.25,98.4,0.0,4.87
DELTA BURNS BOG,2025-11-18 18:20:00-08:00,0.0,4.93,4.79,99.0,0.0,4.15
DELTA BURNS BOG,2025-11-18 18:30:00-08:00,0.0,4.51,4.44,99.5,0.0,3.62
DELTA BURNS BOG,2025-11-18 18:40:00-08:00,0.04,4.33,4.29,100.0,0.0,3.39
DELTA BURNS BOG,2025-11-18 18:50:00-08:00,0.05,4.04,4.02,100.0,0.0,3.01
DELTA BURNS BOG,2025-11-18 19:00:00-08:00,0.0,3.65,3.63,100.0,0.0,2.5
DELTA BURNS BOG,2025-11-18 19:10:00-08:00,0.0,3.36,3.34,100.0,0.0,2.12
DELTA BURNS BOG,2025-11-18 19:20:00-08:00,0.0,3.19,3.17,100.0,0.0,1.9
DELTA BURNS BOG,2025-11-18 19:30:00-08:00,0.01,3.09,3.04,100.0,0.0,1.76
DELTA BURNS BOG,2025-11-18 19:40:00-08:00,0.08,2.98,2.97,100.0,0.0,1.63
DELTA BURNS BOG,2025-11-18 19:50:00-08:00,0.0,2.78,2.74,100.0,0.0,1.36
DELTA BURNS BOG,2025-11-18 20:00:00-08:00,0.0,2.39,2.36,100.0,0.0,0.86
DELTA BURNS BOG,2025-11-18 20:10:00-08:00,0.0,1.86,1.86,100.0,0.0,0.19
DELTA BURNS BOG,2025-11-18 20:20:00-08:00,0.0,1.75,1.72,100.0,0.0,0.04
DELTA BURNS BOG,2025-11-18 20:30:00-08:00,0.0,1.86,1.81,100.0,0.0,0.17
DELTA BURNS BOG,2025-11-18 20:40:00-08:00,0.17,1.92,1.91,100.0,0.0,0.26
DELTA BURNS BOG,2025-11-18 20:50:00-08:00,1.25,1.73,1.69,100.0,0.0,0.01
DELTA BURNS BOG,2025-11-18 21:00:00-08:00,1.96,1.84,1.83,100.0,0.0,0.16
DELTA BURNS BOG,2025-11-18 21:10:00-08:00,1.62,1.56,1.53,100.0,0.0,-0.2
DELTA BURNS BOG,2025-11-18 21:20:00-08:00,0.79,1.87,1.86,100.0,0.0,0.2
DELTA BURNS BOG,2025-11-18 21:30:00-08:00,0.89,1.78,1.76,100.0,0.0,0.08
DELTA BURNS BOG,2025-11-18 21:40:00-08:00,1.49,1.99,1.99,100.0,0.0,0.35
DELTA BURNS BOG,2025-11-18 21:50:00-08:00,1.36,2.62,2.57,100.0,0.0,1.15
DELTA BURNS BOG,2025-11-18 22:00:00-08:00,0.46,3.03,3.03,100.0,0.0,1.69
DELTA BURNS BOG,2025-11-18 22:10:00-08:00,1.06,3.28,3.25,100.0,0.0,2.01
DELTA BURNS BOG,2025-11-18 22:20:00-08:00,1.96,3.53,3.52,100.0,0.0,2.34
DELTA BURNS BOG,2025-11-18 22:30:00-08:00,0.84,3.3,3.29,100.0,0.0,2.04
DELTA BURNS BOG,2025-11-18 22:40:00-08:00,0.01,2.74,2.72,100.0,0.0,1.31
DELTA BURNS BOG,2025-11-18 22:50:00-08:00,0.13,2.19,2.17,100.0,0.0,0.6
DELTA BURNS BOG,2025-11-18 23:00:00-08:00,1.09,2.28,2.24,100.0,0.0,0.71
DELTA BURNS BOG,2025-11-18 23:10:00-08:00,1.31,2.16,2.11,100.0,0.0,0.56
DELTA BURNS BOG,2025-11-18 23:20:00-08:00,0.35,1.72,1.71,100.0,0.0,0.0
DELTA BURNS BOG,2025-11-18 23:30:00-08:00,0.05,1.59,1.58,100.0,0.0,-0.16
DELTA BURNS BOG,2025-11-18 23:40:00-08:00,0.0,1.46,1.44,100.0,0.0,-0.33
DELTA BURNS BOG,2025-11-18 23:50:00-08:00,0.0,1.54,1.51,100.0,0.0,-0.23
DELTA BURNS BOG,2025-11-19 00:00:00-08:00,0.08,1.91,1.88,100.0,0.0,0.24
DELTA BURNS BOG,2025-11-19 00:10:00-08:00,0.81,2.15,2.13,100.0,0.0,0.55
DELTA BURNS BOG,2025-11-19 00:20:00-08:00,0.58,2.2,2.18,100.0,0.0,0.62
DELTA BURNS BOG,2025-11-19 00:30:00-08:00,0.06,2.1,2.07,100.0,0.0,0.49
DELTA BURNS BOG,2025-11-19 00:40:00-08:00,0.0,1.68,1.67,100.0,0.0,-0.05
DELTA BURNS BOG,2025-11-19 00:50:00-08:00,0.0,1.29,1.27,100.0,0.0,-0.54
DELTA BURNS BOG,2025-11-19 01:00:00-08:00,0.16,0.97,0.95,100.0,0.0,-0.95
DELTA BURNS BOG,2025-11-19 01:10:00-08:00,1.21,0.54,0.53,100.0,0.0,-1.49
DELTA BURNS BOG,2025-11-19 01:20:00-08:00,0.99,0.3,0.28,100.0,0.0,-1.79
DELTA BURNS BOG,2025-11-19 01:30:00-08:00,0.27,0.05,0.05,100.0,0.0,-2.1
DELTA BURNS BOG,2025-11-19 01:40:00-08:00,0.0,-0.2,-0.24,100.0,0.0,-2.42
DELTA BURNS BOG,2025-11-19 01:50:00-08:00,0.0,-0.4,-0.4,100.0,0.0,-2.66
DELTA BURNS BOG,2025-11-19 02:00:00-08:00,0.2,-0.39,-0.39,100.0,0.0,-2.65
DELTA BURNS BOG,2025-11-19 02:10:00-08:00,0.2,-0.47,-0.47,100.0,0.0,-2.74
DELTA BURNS BOG,2025-11-19 02:20:00-08:00,0.0,-0.71,-0.72,100.0,0.0,-3.04
DELTA BURNS BOG,2025-11-19 02:30:00-08:00,0.48,-0.72,-0.75,100.0,0.0,-3.06
DELTA BURNS BOG,2025-11-19 02:40:00-08:00,1.6,-0.47,-0.49,100.0,0.0,-2.75
DELTA BURNS BOG,2025-11-19 02:50:00-08:00,2.72,-0.34,-0.36,100.0,0.0,-2.59
DELTA BURNS BOG,2025-11-19 03:00:00-08:00,1.68,-0.19,-0.2,100.0,0.0,-2.4
DELTA BURNS BOG,2025-11-19 03:10:00-08:00,0.52,-0.11,-0.16,100.0,0.0,-2.31
DELTA BURNS BOG,2025-11-19 03:20:00-08:00,0.01,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 03:30:00-08:00,0.22,-0.08,-0.13,100.0,0.0,-2.27
DELTA BURNS BOG,2025-11-19 03:40:00-08:00,0.22,-0.07,-0.1,100.0,0.0,-2.26
DELTA BURNS BOG,2025-11-19 03:50:00-08:00,0.48,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 04:00:00-08:00,1.28,-0.11,-0.12,100.0,0.0,-2.3
DELTA BURNS BOG,2025-11-19 04:10:00-08:00,0.12,-0.27,-0.29,100.0,0.0,-2.5
DELTA BURNS BOG,2025-11-19 04:20:00-08:00,0.06,-0.4,-0.42,100.0,0.0,-2.66
DELTA BURNS BOG,2025-11-19 04:30:00-08:00,0.23,-0.42,-0.44,100.0,0.0,-2.69
DELTA BURNS BOG,2025-11-19 04:40:00-08:00,0.33,-0.57,-0.59,100.0,0.0,-2.87
DELTA BURNS BOG,2025-11-19 04:50:00-08:00,0.0,-0.57,-0.58,100.0,0.0,-2.87
DELTA BURNS BOG,2025-11-19 05:00:00-08:00,0.0,-0.47,-0.5,100.0,0.0,-2.75
DELTA BURNS BOG,2025-11-19 05:10:00-08:00,0.0,-0.41,-0.42,100.0,0.0,-2.67
DELTA BURNS BOG,2025-11-19 05:20:00-08:00,0.75,-0.21,-0.22,100.0,0.0,-2.42
DELTA BURNS BOG,2025-11-19 05:30:00-08:00,0.34,-0.29,-0.32,100.0,0.0,-2.53
DELTA BURNS BOG,2025-11-19 05:40:00-08:00,0.0,-0.65,-0.67,100.0,0.0,-2.97
DELTA BURNS BOG,2025-11-19 05:50:00-08:00,0.29,-0.61,-0.62,100.0,0.0,-2.92
DELTA BURNS BOG,2025-11-19 06:00:00-08:00,0.58,-0.6,-0.62,100.0,0.0,-2.91
DELTA BURNS BOG,2025-11-19 06:10:00-08:00,0.02,-0.47,-0.49,100.0,0.0,-2.75
DELTA BURNS BOG,2025-11-19 06:20:00-08:00,0.58,-0.43,-0.43,100.0,0.0,-2.7
DELTA BURNS BOG,2025-11-19 06:30:00-08:00,1.56,-0.24,-0.27,100.0,0.0,-2.47
DELTA BURNS BOG,2025-11-19 06:40:00-08:00,1.18,-0.11,-0.13,100.0,0.0,-2.3
DELTA BURNS BOG,2025-11-19 06:50:00-08:00,0.96,-0.34,-0.34,100.0,0.0,-2.58
DELTA BURNS BOG,2025-11-19 07:00:00-08:00,0.36,-0.35,-0.35,100.0,0.0,-2.6
DELTA BURNS BOG,2025-11-19 07:10:00-08:00,0.81,-0.24,-0.27,100.0,0.0,-2.47
DELTA BURNS BOG,2025-11-19 07:20:00-08:00,0.98,-0.21,-0.23,100.0,0.0,-2.43
DELTA BURNS BOG,2025-11-19 07:30:00-08:00,1.15,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 07:40:00-08:00,0.97,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 07:50:00-08:00,0.15,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 08:00:00-08:00,0.1,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 08:10:00-08:00,0.65,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 08:20:00-08:00,0.11,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 08:30:00-08:00,0.39,-0.1,-0.1,100.0,0.0,-2.29
DELTA BURNS BOG,2025-11-19 08:40:00-08:00,2.03,-0.02,-0.04,100.0,0.0,-2.19
DELTA BURNS BOG,2025-11-19 08:50:00-08:00,2.34,0.22,0.22,100.0,0.0,-1.89
DELTA BURNS BOG,2025-11-19 09:00:00-08:00,1.64,0.62,0.6,100.0,0.0,-1.39
DELTA BURNS BOG,2025-11-19 09:10:00-08:00,1.07,1.17,1.14,100.0,0.0,-0.7
DELTA BURNS BOG,2025-11-19 09:20:00-08:00,0.91,1.61,1.59,100.0,0.0,-0.14
DELTA BURNS BOG,2025-11-19 09:30:00-08:00,0.41,1.75,1.72,100.0,0.0,0.04
DELTA BURNS BOG,2025-11-19 09:40:00-08:00,1.14,2.19,2.19,100.0,0.0,0.61
DELTA BURNS BOG,2025-11-19 09:50:00-08:00,1.85,3.58,3.57,100.0,0.0,2.41
DELTA BURNS BOG,2025-11-19 10:00:00-08:00,1.86,4.64,4.63,100.0,0.0,3.81
DELTA BURNS BOG,2025-11-19 10:10:00-08:00,2.54,5.15,5.14,100.0,0.0,4.49
DELTA BURNS BOG,2025-11-19 10:20:00-08:00,2.58,5.53,5.51,100.0,0.0,5.0
DELTA BURNS BOG,2025-11-19 10:30:00-08:00,2.64,5.6,5.58,100.0,0.0,5.09
DELTA BURNS BOG,2025-11-19 10:40:00-08:00,2.53,5.91,5.89,100.0,0.0,5.51
DELTA BURNS BOG,2025-11-19 10:50:00-08:00,2.73,6.3,6.27,100.0,0.0,6.04
DELTA BURNS BOG,2025-11-19 11:00:00-08:00,3.26,6.35,6.34,100.0,0.0,6.12
DELTA BURNS BOG,2025-11-19 11:10:00-08:00,3.55,6.61,6.31,98.0,0.0,6.37
DELTA BURNS BOG,2025-11-19 11:20:00-08:00,2.76,7.28,6.14,92.6,0.0,6.97
DELTA BURNS BOG,2025-11-19 11:30:00-08:00,2.45,7.52,5.29,86.1,0.0,6.91
DELTA BURNS BOG,2025-11-19 11:40:00-08:00,2.68,7.6,5.11,84.1,0.0,6.93
DELTA BURNS BOG,2025-11-19 11:50:00-08:00,1.45,7.75,4.93,82.3,0.0,7.02
DELTA BURNS BOG,2025-11-19 12:00:00-08:00,2.78,7.8,4.55,80.09,0.0,6.94
DELTA BURNS BOG,2025-11-19 12:10:00-08:00,3.15,8.13,4.29,76.8,0.0,7.19
DELTA BURNS BOG,2025-11-19 12:20:00-08:00,2.87,8.48,4.89,78.1,0.0,7.74
DELTA BURNS BOG,2025-11-19 12:30:00-08:00,2.75,8.63,4.71,76.3,0.0,7.83
DELTA BURNS BOG,2025-11-19 12:40:00-08:00,3.52,8.95,4.76,74.8,0.0,8.16
DELTA BURNS BOG,2025-11-19 12:50:00-08:00,3.39,9.3,4.68,72.7,0.0,8.49
DELTA BURNS BOG,2025-11-19 13:00:00-08:00,2.71,9.48,4.43,70.82,0.0,8.58
DELTA BURNS BOG,2025-11-19 13:10:00-08:00,2.97,9.74,4.42,69.4,0.0,8.84
DELTA BURNS BOG,2025-11-19 13:20:00-08:00,2.23,10.0,4.13,66.9,0.0,9.01
DELTA BURNS BOG,2025-11-19 13:30:00-08:00,2.83,9.96,3.96,66.6,0.0,8.91
DELTA BURNS BOG,2025-11-19 13:40:00-08:00,1.01,9.62,4.25,69.2,0.0,8.66
DELTA BURNS BOG,2025-11-19 13:50:00-08:00,0.97,9.08,4.41,72.5,0.0,8.18
DELTA BURNS BOG,2025-11-19 14:00:00-08:00,1.43,8.94,4.85,75.45,0.0,8.18
DELTA BURNS BOG,2025-11-19 14:10:00-08:00,0.76,8.98,5.0,76.0,0.0,8.27
DELTA BURNS BOG,2025-11-19 14:20:00-08:00,0.35,8.92,5.26,77.9,0.0,8.3
DELTA BURNS BOG,2025-11-19 14:30:00-08:00,1.14,8.61,5.62,81.4,0.0,8.12
DELTA BURNS BOG,2025-11-19 14:40:00-08:00,0.97,8.17,5.59,83.8,0.0,7.67
DELTA BURNS BOG,2025-11-19 14:50:00-08:00,0.28,7.8,5.83,87.3,0.0,7.38
DELTA BURNS BOG,2025-11-19 15:00:00-08:00,0.05,7.44,6.13,91.45,0.0,7.13
DELTA BURNS BOG,2025-11-19 15:10:00-08:00,0.0,7.13,6.02,92.7,0.0,6.78
DELTA BURNS BOG,2025-11-19 15:20:00-08:00,0.3,6.63,5.55,92.8,0.0,6.11
DELTA BURNS BOG,2025-11-19 15:30:00-08:00,1.55,6.31,5.44,94.2,0.0,5.75
DELTA BURNS BOG,2025-11-19 15:40:00-08:00,2.44,6.05,5.35,95.4,0.0,5.46
DELTA BURNS BOG,2025-11-19 15:50:00-08:00,1.65,6.07,5.25,94.6,0.0,5.45
DELTA BURNS BOG,2025-11-19 16:00:00-08:00,0.84,5.62,4.87,94.82,0.0,4.87
DELTA BURNS BOG,2025-11-19 16:10:00-08:00,0.85,5.33,4.63,95.3,0.0,4.5
DELTA BURNS BOG,2025-11-19 16:20:00-08:00,0.33,5.14,4.76,97.3,0.0,4.35
DELTA BURNS BOG,2025-11-19 16:30:00-08:00,0.92,5.15,4.96,98.8,0.0,4.43
DELTA BURNS BOG,2025-11-19 16:40:00-08:00,0.55,5.01,4.88,99.0,0.0,4.26
DELTA BURNS BOG,2025-11-19 16:50:00-08:00,0.46,4.92,4.88,99.9,0.0,4.17
DELTA BURNS BOG,2025-11-19 17:00:00-08:00,0.41,4.65,4.6,99.91,0.0,3.81
DELTA BURNS BOG,2025-11-19 17:10:00-08:00,0.65,4.56,4.54,100.0,0.0,3.7
DELTA BURNS BOG,2025-11-19 17:20:00-08:00,2.67,4.55,4.55,100.0,0.0,3.69
DELTA BURNS BOG,2025-11-19 17:30:00-08:00,2.99,4.74,4.72,100.0,0.0,3.94
DELTA BURNS BOG,2025-11-19 17:40:00-08:00,2.97,4.62,4.57,100.0,0.0,3.77
DELTA BURNS BOG,2025-11-19 17:50:00-08:00,2.46,4.84,4.8,100.0,0.0,4.07
DELTA BURNS BOG,2025-11-19 18:00:00-08:00,1.41,4.71,4.71,100.0,0.0,3.91
DELTA BURNS BOG,2025-11-19 18:10:00-08:00,1.03,4.62,4.58,100.0,0.0,3.77
DELTA BURNS BOG,2025-11-19 18:20:00-08:00,1.12,4.38,4.37,100.0,0.0,3.46
DELTA BURNS BOG,2025-11-19 18:30:00-08:00,0.78,4.45,4.43,100.0,0.0,3.55
DELTA BURNS BOG,2025-11-19 18:40:00-08:00,2.54,4.53,4.52,100.0,0.0,3.66
DELTA BURNS BOG,2025-11-19 18:50:00-08:00,2.66,4.13,4.11,100.0,0.0,3.13
DELTA BURNS BOG,2025-11-19 19:00:00-08:00,0.87,4.0,3.98,100.0,0.0,2.96
